爻名,通し番号,卦番号,爻,爻辞,現代解釈の要約,パターンの分類,点数,キーワード,親となる卦,キーワードタグ,S1_基本スコア,S2_ポテンシャル,S3_安定性スコア,S4_リスク,S5_主体性,S6_変動性スコア,S7_総合評価スコア,論理キーワードタグ
風沢中孚 初九,363,61,初九,虞吉。有他不燕。 （ぐきち。たあればやすからず。） 意味：備えあれば吉。他に心があれば、安らかではない。（※解釈テキストでは「輿説輹」）,（解釈テキストに基づき）関係の始まりで、まだ信頼関係が不十分な、不安定な状態。軽率に行動すれば危険であり、まずは自分自身の心を落ち着かせ、信頼の土台作りに専念すべき時。,やや破滅パターン,-1,"不安定, 不安, 信頼不足",風沢中孚,"不安, 不安定, 信頼不足, 吉",42,55,60,25,能動,28,62,"状況:黎明期, 力学:協力者あり"
風沢中孚 九二,364,61,九二,鳴鶴在陰。其子和之。我有好爵。吾与爾靡之。 （めいかくかげにあり。そのここれにわす。われにこうしゃくあり。われなんじとこれをともにせん。） 意味：鶴が陰で鳴き、子がこれに和す。良い酒がある。共に分かち合おう。,自分の徳を誇示せずとも、その真心は自然と周囲に伝わり、共感を呼ぶ。同じ志を持つ者が集い、喜びを分かち合う、最高の信頼関係。,大勝ちパターン,2,"共感, 誠実, 自然な影響力",風沢中孚,"共感, 自然な影響力, 誠実",92,55,44,55,能動,48,42,"状況:安定期, 力学:下剋上リスク, 力学:協力者なし"
風沢中孚 六三,365,61,六三,得敵。或鼓或罷。或泣或歌。 （てきをう。あるいはこしあるいはやむ。あるいはなきあるいはうたう。） 意味：敵を得る。あるいは鼓を打ち、あるいはやめ、あるいは泣き、あるいは歌う。,信頼関係が不十分な中で、軽率な行動をとった結果、対立関係を生んでしまう。感情的に不安定になり、一貫性のない行動で、状況を混乱させる。,やや破滅パターン,-1,"不安定な関係, 感情の揺れ, 一貫性の欠如",風沢中孚,"一貫性の欠如, 不安定な関係, 感情の揺れ",25,40,36,45,受動,48,36,"状況:移行期, 力学:協力者あり"
風沢中孚 六四,366,61,六四,月幾望。馬匹亡。无咎。 （つきぼうにちかし。ばひつほろぶ。とがなし。） 意味：月はほとんど満月だ。馬を失う。咎めはない。,信頼関係がほぼ完成に近づいている（月幾望）。より本質的な関係のために、些細なことや過去のしがらみ（馬匹）を捨てる必要があっても、それは咎められない。,勝ちパターン,1,"選択と集中, 犠牲, 向上",風沢中孚,"向上, 問題なし, 犠牲, 選択と集中",75,40,68,25,受動,36,60,"状況:変革期, 力学:協力者あり, 力学:順当な力関係"
風沢中孚 九五,367,61,九五,有孚攣如。无咎。 （まことありてれんじょたり。とがなし。） 意味：真心があり、固く結びつく。咎めはない。,リーダーが真心をもって人々を導き、組織やチームが、揺るぎない信頼関係で固く結びついている最高の状態。物事はスムーズに進み、咎められることがない。,大勝ちパターン,2,"結束, 信頼, リーダーシップ",風沢中孚,"リーダーシップ, 信頼, 問題なし, 結束",100,60,64,35,能動,32,62,"状況:絶頂期, 力学:協力者なし"
風沢中孚 上九,368,61,上九,翰音登于天。貞凶。 （かんおんてんにのぼる。ていはきょう。） 意味：鳥の鳴き声だけが天に昇る。正しくても凶。,行動や真心が伴わず、口先だけの言葉や理論だけが空しく響き渡っている。その空虚さは誰の心にも届かず、信頼を失い、破滅を招く。,破滅パターン,-2,"口先だけ, 空虚, 虚飾",風沢中孚,"凶, 口先だけ, 空虚, 虚飾",8,55,36,65,能動,32,34,"状況:終極期, 力学:協力者あり, 心理:正道堅持"
雷山小過 初六,369,62,初六,飛鳥以凶。 （ひちょうもってきょう。） 意味：飛んでいる鳥は凶となる。,状況をわきまえず、分不相応に、あるいは軽率に、目立つ行動を取ってしまう。その突出した行動が、かえって災いを招く、という強い警告。,破滅パターン,-2,"軽率, 分不相応, 突出",雷山小過,"凶, 分不相応, 突出, 軽率",17,40,52,45,受動,40,44,"状況:黎明期, 力学:協力者あり"
雷山小過 六二,370,62,六二,過其祖。遇其妣。…不及其君。遇其臣。无咎。 （そのそをすぎ、そのひにあう。…そのきみにおよばず、そのしんにあう。とがなし。） 意味：祖父を通り過ぎ、祖母に会う。…君主に会わず、臣下に会う。咎めなし。（※解釈テキストでは「弗過弗及」）,どんな状況でも、過度な行動も不足した行動もなく、常にバランスの取れた中庸の道を選ぶ。派手さはないが、堅実な姿勢が、最高の幸運を招く。,大勝ちパターン,2,"中庸, バランス, 堅実",雷山小過,"バランス, 中庸, 問題なし, 堅実",100,40,72,35,受動,24,58,"状況:安定期, 力学:協力者なし, 力学:順当な力関係"
雷山小過 九三,371,62,九三,弗過防之。従或戕之。凶。 （すぎずしてこれをふせぐ。したがえばあるいはこれをそこなう。きょう。） 意味：行き過ぎないように防ぐ。従う者が、あるいはこれを傷つける。凶。,失敗を恐れるあまり、過度に慎重になりすぎる。その過剰な警戒心が、かえって周囲の行動を阻害したり、不信感を生んだりして、悪い結果を招く。,破滅パターン,-2,"過剰な警戒, 不信感, 裏目",雷山小過,"不信感, 凶, 裏目, 過剰な警戒",17,55,44,65,能動,48,38,"状況:移行期, 力学:協力者あり, 心理:慎重"
雷山小過 九四,372,62,九四,无咎。弗過遇之。往厲必戒。… （とがなし。すぎずしてこれにあう。ゆけばあやうきもかならずいましむ。…） 意味：咎めはない。行き過ぎずに出会う。進めば危ういが必ず戒める。,困難な状況に直面しても、冷静さを保ち、軽率な行動を避ける。常に自らを律し、警戒心を保つことで、大きな問題（咎め）は生じない。,停滞・中立パターン,0,"慎重, 危機管理, 警戒",雷山小過,"リスクあり, 危機管理, 問題なし, 慎重, 警戒",50,55,40,60,能動,72,38,"状況:困窮状態, 状況:変革期, 力学:下剋上リスク, 力学:協力者あり"
雷山小過 六五,373,62,六五,密雲不雨。…公弋取彼在穴。 （みつうんあめふらず。…こうよくもってかのあなにあるをとる。） 意味：密雲が立ちこめるが雨は降らない。…公が穴にいる鳥獣を射取る。,準備は整っているが、あと一歩のところで成果が出ない、もどかしい状況。リーダーが、隠れた問題点や才能を見抜き、的確な指示を出すことで、初めて事態が打開される。,停滞・中立パターン,0,"停滞, 機会損失, リーダーシップ",雷山小過,"リーダーシップ, 停滞, 機会損失",58,45,56,35,受動,32,52,"状況:絶頂期, 力学:協力者なし, アクション:準備"
雷山小過 上六,374,62,上六,弗遇過之。飛鳥離之。凶。是謂災眚。 （あわずしてこれをすぐ。ひちょうこれをはなる。きょう。これをさいがいという。） 意味：会わずに行き過ぎる。飛ぶ鳥がこれを見離す。凶。これを災いという。,謙虚さや慎重さが行き過ぎて、行動すべき時に行動できず、絶好の機会を逃してしまう。その消極性が、結果的に最悪の事態（災眚）を招く。,破滅パターン,-2,"消極的, 機会損失, 失敗",雷山小過,"凶, 失敗, 機会損失, 消極的",17,40,44,65,受動,44,32,"状況:終極期, 力学:協力者あり, 心理:慎重, 心理:謙虚"
水火既済 初九,375,63,初九,曳其輪。濡其尾。无咎。 （そのりんをひく。そのおをぬらす。とがなし。） 意味：その車輪を引きずる。その尾を濡らす。咎めはない。,完成直後の段階。勢いに任せて突進せず、あえてブレーキをかけるように、極めて慎重に行動する。その注意深さが、咎めなき安定を保つ。,停滞・中立パターン,0,"慎重, 抑制, 始まり",水火既済,"問題なし, 始まり, 慎重, 抑制",58,55,48,45,能動,56,48,"状況:黎明期, 力学:下剋上リスク, 力学:協力者あり, 心理:慎重"
水火既済 六二,376,63,六二,婦喪其茀。勿逐。七日得。 （ふそのふつをうしなう。おうなかれ。しちじつう。） 意味：婦人が飾りを失う。追うな。七日で取り戻せる。,安定した状況で、些細な問題や小さな損失が発生する。しかし、焦って追い求めず、冷静に時を待てば、自然と回復する。,勝ちパターン,1,"忍耐, 冷静な対応, 小さな問題",水火既済,"冷静な対応, 小さな問題, 忍耐",83,55,84,25,受動,12,74,"状況:安定期, 力学:協力者あり, 力学:順当な力関係"
水火既済 九三,377,63,九三,高宗伐鬼方。三年克之。小人勿用。 （こうそうきほうをうつ。さんねんにしてこれにかつ。しょうじんもちうるなかれ。） 意味：高宗が鬼方を討伐する。三年かけて勝利する。小人を用いてはならない。,完成したかに見えた状況の裏で、根深い問題が再燃する。解決には、長期的な努力と、正しい人材の登用が必要となる、困難な戦いの時期。,停滞・中立パターン,0,"長期的な困難, 試練, 粘り強さ",水火既済,"粘り強さ, 試練, 長期的な困難",50,65,32,65,受動,52,36,"状況:困窮状態, 状況:移行期, 力学:下剋上リスク, 力学:協力者あり, アクション:現状維持"
水火既済 六四,378,63,六四,繻有衣袽。終日戒。 （じゅにいじょあり。しゅうじついましむ。） 意味：破れた衣服にボロをあてる。一日中警戒する。,表面上は安定していても、常に危機意識を持ち、将来起こりうるリスクに備えて、地道な補修や改善を怠らない。その警戒心が、安定を持続させる。,勝ちパターン,1,"危機管理, 警戒, 継続的改善",水火既済,"危機管理, 継続的改善, 警戒",75,40,68,25,受動,36,60,"状況:変革期, 力学:協力者あり, 力学:順当な力関係"
水火既済 六五,379,63,六五,東鄰殺牛。不如西鄰之禴祭、実受其福。 （とうりんうしをころす。せいりんのやくさい、じつにそのふくをくるるにしかず。） 意味：東隣が牛で祭るより、西隣の質素な祭りの方が、福を受ける。,成功を祝う際、派手な祝宴や見せかけの豪華さよりも、質素でも真心がこもった感謝や共有の方が、真の幸福をもたらす。,大勝ちパターン,2,"誠実, 本質, 質素",水火既済,"本質, 誠実, 質素",100,75,64,45,能動,36,64,"状況:絶頂期, 力学:下剋上リスク, 力学:協力者あり"
水火既済 上六,380,63,上六,濡其首。厲。 （そのこうべをぬらす。あやうし。） 意味：その頭まで水に浸かる。危うい。（※解釈テキストでは凶）,完成の極みで、完全に油断しきっている状態。成功体験に溺れ、変化に対応できず、転落する。慢心がもたらす、最悪の結末。,破滅パターン,-2,"油断, 慢心, 転落",水火既済,"リスクあり, 凶, 慢心, 油断, 転落",17,40,44,80,受動,44,26,"状況:終極期, 力学:協力者あり"
